ID,Latitude,Longitude,Genus,Species,Family,Class,Infra-Class,Order,Status,Megafauna,AgeID,DatedRemain,DatedMaterial,Age,AgeType,DatingTechnique,OverallRegion,AdministrativeDivision,SpecificRegion,Cave/Site/Deposit,Chamber/Provenance,Stratigraphy/Taphonomy,Species abundances
6862,-23.1631,150.5072,Pseudocheirus,species indet.,Pseudocheiridae,Mammalia,Marsupialia,Diprotodontia,Extant,No,MC-02mid,Flowstone (oldest),Calcite,484.0,>,U-series Th/U (TIMS),Main Australia,QLD,Mount Etna,Limestone Ridge (QML-1284),Layer B,Palaeoenvironmental reconstrucction in Hocknull 2005,Yes - only of dasyurids at some sites in Cramb et al. 2009
6863,-5.9372,145.1786,Pseudochirulus,forbesi,Pseudocheiridae,Mammalia,Marsupialia,Diprotodontia,Extant,No,ANU-3681,Sediment,Snail shell,11.65,=,Radiocarbon  ,New Guinea,Simbu,Mt Elimbari Ridge,Nombe Rockshelter,"Stratum B8 - square C3 (spit 4, catalogue number 40/46)",Yes,Yes
6864,-5.9372,145.1786,Pseudochirulus,forbesi,Pseudocheiridae,Mammalia,Marsupialia,Diprotodontia,Extant,No,ANU-2565,Sediment,Snail shell,29.6,=,Radiocarbon  ,New Guinea,Simbu,Mt Elimbari Ridge,Nombe Rockshelter,"Stratum D2 - square X3 (spit 6, catalogue number 1)",Yes,Yes
6865,-5.9372,145.1786,Pseudochirulus,forbesi,Pseudocheiridae,Mammalia,Marsupialia,Diprotodontia,Extant,No,ANU-2566,Sediment,Snail shell,32.1,=,Radiocarbon  ,New Guinea,Simbu,Mt Elimbari Ridge,Nombe Rockshelter,"Stratum D2 - square A4 (spit 3, catalogue number 3)",Yes,Yes
6866,-5.9372,145.1786,Pseudochirulus,forbesi,Pseudocheiridae,Mammalia,Marsupialia,Diprotodontia,Extant,No,ANU-3073,Sediment,Charcoal,0.1004,=,Radiocarbon  ,New Guinea,Simbu,Mt Elimbari Ridge,Nombe Rockshelter,Stratum A1 - square J71 (spit 3),Yes,Yes
6867,-5.9372,145.1786,Pseudochirulus,forbesi,Pseudocheiridae,Mammalia,Marsupialia,Diprotodontia,Extant,No,ANU-3685,Sediment,Charcoal (insoluble),0.9,=,Radiocarbon  ,New Guinea,Simbu,Mt Elimbari Ridge,Nombe Rockshelter,Stratum A3 - square T79 (catalogue numbers 120/121/122),Yes,Yes
6868,-5.8292,144.0411,Pseudochirulus,forbesi,Pseudocheiridae,Mammalia,Marsupialia,Diprotodontia,Extant,No,ANU-1325,Sediment,Wood charcoal,2.54,=,Radiocarbon  ,New Guinea,Western Highlands,Wurup Valley - Between Kamapuk and Kanauri creeks,Kamapuk Rockshelter,Level 7,Yes,Yes
6869,-5.8292,144.0411,Pseudochirulus,forbesi,Pseudocheiridae,Mammalia,Marsupialia,Diprotodontia,Extant,No,ANU-1325,Sediment,Wood charcoal,2.54,<,Radiocarbon  ,New Guinea,Western Highlands,Wurup Valley - Between Kamapuk and Kanauri creeks,Kamapuk Rockshelter,Level 7,Yes,Yes
6870,-5.9372,145.1786,Pseudochirulus,forbesi,Pseudocheiridae,Mammalia,Marsupialia,Diprotodontia,Extant,No,ANU-2570,Sediment,Charcoal,3.42,=,Radiocarbon  ,New Guinea,Simbu,Mt Elimbari Ridge,Nombe Rockshelter,Stratum A3 - square D79 (catalogue number 99),Yes,Yes
6871,-5.8292,144.0411,Pseudochirulus,forbesi,Pseudocheiridae,Mammalia,Marsupialia,Diprotodontia,Extant,No,ANU-1326,Sediment,Wood charcoal,4.34,<,Radiocarbon  ,New Guinea,Western Highlands,Wurup Valley - Between Kamapuk and Kanauri creeks,Kamapuk Rockshelter,Level 15,Yes,Yes
6872,-5.9372,145.1786,Pseudochirulus,forbesi,Pseudocheiridae,Mammalia,Marsupialia,Diprotodontia,Extant,No,ANU-3687,Bone,Charred/burned bone,8.07,=,Radiocarbon  ,New Guinea,Simbu,Mt Elimbari Ridge,Nombe Rockshelter,"Stratum B8 - square C3 (spit 4, catalogue number 40/46)",Yes,Yes
6873,-5.9372,145.1786,Pseudochirulus,forbesi,Pseudocheiridae,Mammalia,Marsupialia,Diprotodontia,Extant,No,ANU-2576,Flowstone,Calcite,10.25,=,Radiocarbon  ,New Guinea,Simbu,Mt Elimbari Ridge,Nombe Rockshelter,square X3 - Flowstone 1- stratum C,Yes,Yes
6874,-5.9372,145.1786,Pseudochirulus,forbesi,Pseudocheiridae,Mammalia,Marsupialia,Diprotodontia,Extant,No,ANU-2569,Sediment,Charcoal,11.4,=,Radiocarbon  ,New Guinea,Simbu,Mt Elimbari Ridge,Nombe Rockshelter,Stratum C8 - square D79 (catalogue number 46),Yes,Yes
6875,-5.9372,145.1786,Pseudochirulus,forbesi,Pseudocheiridae,Mammalia,Marsupialia,Diprotodontia,Extant,No,ANU-2581,Flowstone,Calcite,13.9,=,Radiocarbon  ,New Guinea,Simbu,Mt Elimbari Ridge,Nombe Rockshelter,square A4 - Flowstone 2 - stratum C,Yes,Yes
6876,-5.9372,145.1786,Pseudochirulus,forbesi,Pseudocheiridae,Mammalia,Marsupialia,Diprotodontia,Extant,No,ANU-2580,Flowstone,Calcite,16.7,=,Radiocarbon  ,New Guinea,Simbu,Mt Elimbari Ridge,Nombe Rockshelter,square A4 - Flowstone 3 - stratum C,Yes,Yes
6877,-5.9372,145.1786,Pseudochirulus,forbesi,Pseudocheiridae,Mammalia,Marsupialia,Diprotodontia,Extant,No,ANU-2578,Calcite capping,Calcite,27.0,=,Radiocarbon  ,New Guinea,Simbu,Mt Elimbari Ridge,Nombe Rockshelter,stratum D1/5,Yes,Yes
6878,-5.9372,145.1786,Pseudochirulus,mayeri,Pseudocheiridae,Mammalia,Marsupialia,Diprotodontia,Extant,No,ANU-3681,Sediment,Snail shell,11.65,=,Radiocarbon  ,New Guinea,Simbu,Mt Elimbari Ridge,Nombe Rockshelter,"Stratum B8 - square C3 (spit 4, catalogue number 40/46)",Yes,Yes
6879,-5.9372,145.1786,Pseudochirulus,mayeri,Pseudocheiridae,Mammalia,Marsupialia,Diprotodontia,Extant,No,ANU-2565,Sediment,Snail shell,29.6,=,Radiocarbon  ,New Guinea,Simbu,Mt Elimbari Ridge,Nombe Rockshelter,"Stratum D2 - square X3 (spit 6, catalogue number 1)",Yes,Yes
6880,-5.9372,145.1786,Pseudochirulus,mayeri,Pseudocheiridae,Mammalia,Marsupialia,Diprotodontia,Extant,No,ANU-2566,Sediment,Snail shell,32.1,=,Radiocarbon  ,New Guinea,Simbu,Mt Elimbari Ridge,Nombe Rockshelter,"Stratum D2 - square A4 (spit 3, catalogue number 3)",Yes,Yes
6881,-5.8292,144.0411,Pseudochirulus,mayeri,Pseudocheiridae,Mammalia,Marsupialia,Diprotodontia,Extant,No,ANU-1325,Sediment,Wood charcoal,2.54,=,Radiocarbon  ,New Guinea,Western Highlands,Wurup Valley - Between Kamapuk and Kanauri creeks,Kamapuk Rockshelter,Level 7,Yes,Yes
6882,-5.8292,144.0411,Pseudochirulus,mayeri,Pseudocheiridae,Mammalia,Marsupialia,Diprotodontia,Extant,No,ANU-1325,Sediment,Wood charcoal,2.54,<,Radiocarbon  ,New Guinea,Western Highlands,Wurup Valley - Between Kamapuk and Kanauri creeks,Kamapuk Rockshelter,Level 7,Yes,Yes
6883,-5.8292,144.0411,Pseudochirulus,mayeri,Pseudocheiridae,Mammalia,Marsupialia,Diprotodontia,Extant,No,ANU-1326,Sediment,Wood charcoal,4.34,<,Radiocarbon  ,New Guinea,Western Highlands,Wurup Valley - Between Kamapuk and Kanauri creeks,Kamapuk Rockshelter,Level 15,Yes,Yes
6884,-5.9372,145.1786,Pseudochirulus,mayeri,Pseudocheiridae,Mammalia,Marsupialia,Diprotodontia,Extant,No,ANU-3687,Bone,Charred/burned bone,8.07,=,Radiocarbon  ,New Guinea,Simbu,Mt Elimbari Ridge,Nombe Rockshelter,"Stratum B8 - square C3 (spit 4, catalogue number 40/46)",Yes,Yes
6885,-5.9372,145.1786,Pseudochirulus,mayeri,Pseudocheiridae,Mammalia,Marsupialia,Diprotodontia,Extant,No,ANU-2578,Calcite capping,Calcite,27.0,=,Radiocarbon  ,New Guinea,Simbu,Mt Elimbari Ridge,Nombe Rockshelter,stratum D1/5,Yes,Yes
6886,-6.321,145.9333,Pseudochirulus,species indet.,Pseudocheiridae,Mammalia,Marsupialia,Diprotodontia,Extant,No,GaK-622,Sediment,Wood charcoal,0.77,=,Radiocarbon  ,New Guinea,Eastern Highlands Province,Lamari Valley,Aibura Rockshelter,Level 4 -  Square VII - Lower part of the ash lenses in Base HI,Yes,Yes
6887,-6.321,145.9333,Pseudochirulus,species indet.,Pseudocheiridae,Mammalia,Marsupialia,Diprotodontia,Extant,No,GaK-622,Sediment,Wood charcoal,0.77,<,Radiocarbon  ,New Guinea,Eastern Highlands Province,Lamari Valley,Aibura Rockshelter,Level 4 -  Square VII - Lower part of the ash lenses in Base HI,Yes,Yes
6888,-6.6,145.9333,Pseudochirulus,species indet.,Pseudocheiridae,Mammalia,Marsupialia,Diprotodontia,Extant,No,ANU-39,Sediment,Wood charcoal,0.85,=,Radiocarbon  ,New Guinea,Eastern Highlands Province,Lamari Valley,Batari Rockshelter,Horizon I - Hearth complex,Yes,Yes
6889,-6.321,145.9333,Pseudochirulus,species indet.,Pseudocheiridae,Mammalia,Marsupialia,Diprotodontia,Extant,No,GaK-623,Sediment,Charcoal (lumps),3.8,<,Radiocarbon  ,New Guinea,Eastern Highlands Province,Lamari Valley,Aibura Rockshelter,Level 2 - Square IX - Lowest level of the black silt in Base HIII,Yes,Yes
6890,-6.2333,145.4167,Pseudochirulus,species indet.,Pseudocheiridae,Mammalia,Marsupialia,Diprotodontia,Extant,No,ANU-42,Sediment,Wood charcoal,4.69,=,Radiocarbon  ,New Guinea,Eastern Highlands Province,Fayantina River (Goroka),Kafiavana Rockshelter,Base of HII in the upper part of a layer of greybrown sandy silt,Yes,Yes
6891,-6.6,145.9333,Pseudochirulus,species indet.,Pseudocheiridae,Mammalia,Marsupialia,Diprotodontia,Extant,No,ANU-38b,Bone (Food),Acid insoluble residue,8.23,<,Radiocarbon  ,New Guinea,Eastern Highlands Province,Lamari Valley,Batari Rockshelter,Upper part of Horizon IV -layer of fine silt,Yes,Yes
6892,-6.6,145.9333,Pseudochirulus,species indet.,Pseudocheiridae,Mammalia,Marsupialia,Diprotodontia,Extant,No,ANU-38b,Bone (Food),Acid insoluble residue,8.23,=,Radiocarbon  ,New Guinea,Eastern Highlands Province,Lamari Valley,Batari Rockshelter,Upper part of Horizon IV -layer of fine silt,Yes,Yes
6893,-6.6,145.9333,Pseudochirulus,species indet.,Pseudocheiridae,Mammalia,Marsupialia,Diprotodontia,Extant,No,ANU-38b,Bone (Food),Acid insoluble residue,8.23,<,Radiocarbon  ,New Guinea,Eastern Highlands Province,Lamari Valley,Batari Rockshelter,Upper part of Horizon IV -layer of fine silt,Yes,Yes
6894,-6.2333,145.4167,Pseudochirulus,species indet.,Pseudocheiridae,Mammalia,Marsupialia,Diprotodontia,Extant,No,ANU-20,Sediment,Wood charcoal,9.5,>,Radiocarbon  ,New Guinea,Eastern Highlands Province,Fayantina River (Goroka),Kafiavana Rockshelter,Banked silty sands - 250-270cm below the surface in the lower half of HVII,Yes,Yes
6895,-6.2333,145.4167,Pseudochirulus,species indet.,Pseudocheiridae,Mammalia,Marsupialia,Diprotodontia,Extant,No,ANU-41b,Bone (Food),Acid insoluble fraction,10.73,=,Radiocarbon  ,New Guinea,Eastern Highlands Province,Fayantina River (Goroka),Kafiavana Rockshelter,Banked silty sands - 260-310cm below the surface in the lower part of HVII and upper HVIII,Yes,Yes
6896,-6.6,145.9333,Pseudochirulus,species indet.,Pseudocheiridae,Mammalia,Marsupialia,Diprotodontia,Extant,No,ANU-40,Sediment,Charcoal,16.85,<,Radiocarbon  ,New Guinea,Eastern Highlands Province,Lamari Valley,Batari Rockshelter,"Lower part of Horizon IV - within matrix containing cultural material, but very close to undisturbed natural sediments containing carbon [ANU-40] / Upper part of Horizon IV -layer of fine silt? [ANU38a&b]",Yes,Yes
6897,-6.6,145.9333,Pseudochirulus,species indet.,Pseudocheiridae,Mammalia,Marsupialia,Diprotodontia,Extant,No,ANU-38a,Bone (Food),Carbonate,3.47,<,Radiocarbon  ,New Guinea,Eastern Highlands Province,Lamari Valley,Batari Rockshelter,Upper part of Horizon IV -layer of fine silt,Yes,Yes
6898,-6.6,145.9333,Pseudochirulus,species indet.,Pseudocheiridae,Mammalia,Marsupialia,Diprotodontia,Extant,No,ANU-38a,Bone (Food),Carbonate,3.47,<,Radiocarbon  ,New Guinea,Eastern Highlands Province,Lamari Valley,Batari Rockshelter,"Lower part of Horizon IV - within matrix containing cultural material, but very close to undisturbed natural sediments containing carbon [ANU-40] / Upper part of Horizon IV -layer of fine silt? [ANU38a&b]",Yes,Yes
6899,-6.2333,145.4167,Pseudochirulus,species indet.,Pseudocheiridae,Mammalia,Marsupialia,Diprotodontia,Extant,No,ANU-41a,Bone (Food),Carbonate,6.75,=,Radiocarbon  ,New Guinea,Eastern Highlands Province,Fayantina River (Goroka),Kafiavana Rockshelter,Banked silty sands - 260-310cm below the surface in the lower part of HVII and upper HVIII,Yes,Yes
6900,-23.1567,150.4578,Pseudochirulus,species indet.,Pseudocheiridae,Mammalia,Marsupialia,Diprotodontia,Extant,No,ROK-27 bone,Bone (Macropod),Charcoal,267.0,=,U-series Th/U (TIMS),Main Australia,QLD,Mount Etna,Elephant Hole Cave (QML1384),Lower Unit,No,No
6901,-23.1567,150.4578,Pseudochirulus,species indet.,Pseudocheiridae,Mammalia,Marsupialia,Diprotodontia,Extant,No,ROK-02-4,Flowstone,Calcite,283.0,>,U-series Th/U (TIMS),Main Australia,QLD,Mount Etna,Speaking Tube Cave,QML-1313,Palaeoenvironmental reconstrucction in Hocknull 2005,Yes - only of dasyurids at some sites in Cramb et al. 2009
6902,-23.1567,150.4578,Pseudochirulus,species indet.,Pseudocheiridae,Mammalia,Marsupialia,Diprotodontia,Extant,No,ROK-02-5,Flowstone,Calcite,283.0,>,U-series Th/U (TIMS),Main Australia,QLD,Mount Etna,Speaking Tube Cave,QML-1313,Palaeoenvironmental reconstrucction in Hocknull 2005,Yes - only of dasyurids at some sites in Cramb et al. 2009
6903,-23.1567,150.4578,Pseudochirulus,species indet.,Pseudocheiridae,Mammalia,Marsupialia,Diprotodontia,Extant,No,ROK-04/04,Flowstone,Calcite,326.0,<,U-series Th/U (TIMS),Main Australia,QLD,Mount Etna,Mount Etna,Deposit C/F contact,Palaeoenvironmental reconstrucction in Hocknull 2005,Yes - only of dasyurids at some sites in Cramb et al. 2009
6904,-23.1567,150.4578,Pseudochirulus,species indet.,Pseudocheiridae,Mammalia,Marsupialia,Diprotodontia,Extant,No,ROK-27cal,Calcite filling in bone,Calcite,332.0,>,U-series Th/U (TIMS),Main Australia,QLD,Mount Etna,Mount Etna,Lower Unit,Palaeoenvironmental reconstrucction in Hocknull 2005,Yes - only of dasyurids at some sites in Cramb et al. 2009
6905,-23.1567,150.4578,Pseudochirulus,species indet.,Pseudocheiridae,Mammalia,Marsupialia,Diprotodontia,Extant,No,ROK-27 cal,Calcite filling in bone,Calcite,333.0,=,U-series Th/U (TIMS),Main Australia,QLD,Mount Etna,Elephant Hole Cave (QML1384),Lower Unit,No,No
6906,-23.1567,150.4578,Pseudochirulus,species indet.,Pseudocheiridae,Mammalia,Marsupialia,Diprotodontia,Extant,No,ROK-F,Flowstone,Calcite,419.0,>,U-series Th/U (TIMS),Main Australia,QLD,Mount Etna,Bench 1 NW (QML-1383),Unit A,Yes,Yes - only of dasyurids at some sites in Cramb et al. 2009
6907,-23.1631,150.5072,Pseudochirulus,species indet.,Pseudocheiridae,Mammalia,Marsupialia,Diprotodontia,Extant,No,MC-10,Youngest flowstone,Calcite,447.0,>,U-series Th/U (TIMS),Main Australia,QLD,Mount Etna,Limestone Ridge (QML-1284),Layer J,Palaeoenvironmental reconstrucction in Hocknull 2005,Yes - only of dasyurids at some sites in Cramb et al. 2009
6908,-23.1567,150.4578,Pseudochirulus,species indet.,Pseudocheiridae,Mammalia,Marsupialia,Diprotodontia,Extant,No,ROK-20-4cal,Calcite filling in bone,Calcite,454.0,>,U-series Th/U (TIMS),Main Australia,QLD,Mount Etna,Mount Etna,Deposit H,Palaeoenvironmental reconstrucction in Hocknull 2005,Yes - only of dasyurids at some sites in Cramb et al. 2009
6909,-23.1631,150.5072,Pseudochirulus,species indet.,Pseudocheiridae,Mammalia,Marsupialia,Diprotodontia,Extant,No,MC-02mid,Flowstone (oldest),Calcite,484.0,>,U-series Th/U (TIMS),Main Australia,QLD,Mount Etna,Limestone Ridge (QML-1284),Layer B,Palaeoenvironmental reconstrucction in Hocknull 2005,Yes - only of dasyurids at some sites in Cramb et al. 2009
6910,-23.1567,150.4578,Pseudokoala,species indet.,Pseudocheiridae,Mammalia,Marsupialia,Diprotodontia,Extinct,No,ROK-04/04,Flowstone,Calcite,326.0,<,U-series Th/U (TIMS),Main Australia,QLD,Mount Etna,Mount Etna,Deposit C/F contact,Palaeoenvironmental reconstrucction in Hocknull 2005,Yes - only of dasyurids at some sites in Cramb et al. 2009
6911,-23.1567,150.4578,Pseudokoala,species indet.,Pseudocheiridae,Mammalia,Marsupialia,Diprotodontia,Extinct,No,ROK-27cal,Calcite filling in bone,Calcite,332.0,>,U-series Th/U (TIMS),Main Australia,QLD,Mount Etna,Mount Etna,Lower Unit,Palaeoenvironmental reconstrucction in Hocknull 2005,Yes - only of dasyurids at some sites in Cramb et al. 2009
6912,-34.0667,115.0167,Pseudomys,albocinereus,Muridae,Mammalia,Holotheria,Rodentia,Extant,No,ANUA-10312,Sediment,Charcoal,23.4,=,Radiocarbon (ABOX),Main Australia,WA,LeeuwinûNaturaliste region - Tamala Limestone,Tight Entrance Cave,Unit J,Yes,Yes
6913,-34.0667,115.0167,Pseudomys,albocinereus,Muridae,Mammalia,Holotheria,Rodentia,Extant,No,ANUA-10313,Sediment,Charcoal,24.3,=,Radiocarbon (ABOX),Main Australia,WA,LeeuwinûNaturaliste region - Tamala Limestone,Tight Entrance Cave,Unit J,Yes,Yes
6914,-34.0667,115.0167,Pseudomys,albocinereus,Muridae,Mammalia,Holotheria,Rodentia,Extant,No,ANUA-10311,Sediment,Charcoal,25.3,=,Radiocarbon (ABOX),Main Australia,WA,LeeuwinûNaturaliste region - Tamala Limestone,Tight Entrance Cave,Unit J,Yes,Yes
6915,-34.0667,115.0167,Pseudomys,albocinereus,Muridae,Mammalia,Holotheria,Rodentia,Extant,No,OZG-543,Sediment,Quartz,33.0,=,OSL  ,Main Australia,WA,LeeuwinûNaturaliste region - Tamala Limestone,Tight Entrance Cave,Unit J,Stratigraphy,"Yes, in SI "
6916,-34.15,115.07,Pseudomys,albocinereus,Muridae,Mammalia,Holotheria,Rodentia,Extant,No,SUA-342,Sediment,Charcoal,0.325,=,Radiocarbon  ,Main Australia,WA,LeeuwinûNaturaliste region - Warren,Devils Lair,Trench 7b - Layer A (under B) - 70 cm below datum,Stratigraphy,Yes
6917,-33.9819,115.0,Pseudomys,albocinereus,Muridae,Mammalia,Holotheria,Rodentia,Extant,No,Wk-1875,Sediment,Charcoal,0.34,=,Radiocarbon  ,Main Australia,WA,Leeuwin-Naturaliste Region - Warren,Rainbow Cave,D22 / 5-10 cm,Stratigraphy,Yes
6918,-33.9819,115.0,Pseudomys,albocinereus,Muridae,Mammalia,Holotheria,Rodentia,Extant,No,Wk-1877,Sediment,Charcoal,0.83,=,Radiocarbon  ,Main Australia,WA,Leeuwin-Naturaliste Region - Warren,Rainbow Cave,D22 / 35-40 cm,Stratigraphy,Yes
6919,-33.9819,115.0,Pseudomys,albocinereus,Muridae,Mammalia,Holotheria,Rodentia,Extant,No,Wk-1878 between,Sediment,Charcoal,4.15,=,Radiocarbon  ,Main Australia,WA,Leeuwin-Naturaliste Region - Warren,Rainbow Cave,D22 / 45-65 cm,Stratigraphy,Yes
6920,-34.15,115.07,Pseudomys,albocinereus,Muridae,Mammalia,Holotheria,Rodentia,Extant,No,SUA-364,Sediment,Charcoal,6.49,=,Radiocarbon  ,Main Australia,WA,LeeuwinûNaturaliste region - Warren,Devils Lair,Trench 7c - Layer G - 86 cm below datum,Stratigraphy,Yes
6921,-34.15,115.07,Pseudomys,albocinereus,Muridae,Mammalia,Holotheria,Rodentia,Extant,No,SUA-102,Sediment,Charcoal,11.96,=,Radiocarbon  ,Main Australia,WA,LeeuwinûNaturaliste region - Warren,Devils Lair,Trench 5 - Layer M - 78-95 cm below datum,Stratigraphy,Yes
6922,-34.15,115.07,Pseudomys,albocinereus,Muridae,Mammalia,Holotheria,Rodentia,Extant,No,SUA-103,Sediment,Charcoal,12.05,=,Radiocarbon  ,Main Australia,WA,LeeuwinûNaturaliste region - Warren,Devils Lair,Trench 5 - Layer K - 80 cm below datum,Stratigraphy,Yes
6923,-34.15,115.07,Pseudomys,albocinereus,Muridae,Mammalia,Holotheria,Rodentia,Extant,No,SUA-101,Sediment,Charcoal,19.0,=,Radiocarbon  ,Main Australia,WA,LeeuwinûNaturaliste region - Warren,Devils Lair,Trench 5 - Layer 7 (lower),Stratigraphy,Yes
6924,-34.15,115.07,Pseudomys,albocinereus,Muridae,Mammalia,Holotheria,Rodentia,Extant,No,SUA-33,Sediment,Charcoal,19.25,=,Radiocarbon  ,Main Australia,WA,LeeuwinûNaturaliste region - Warren,Devils Lair,Trench 5 - Layer 9 - 222 cm below surface,Stratigraphy,Yes
6925,-34.15,115.07,Pseudomys,albocinereus,Muridae,Mammalia,Holotheria,Rodentia,Extant,No,SUA-32,Sediment,Charcoal,20.4,=,Radiocarbon  ,Main Australia,WA,LeeuwinûNaturaliste region - Warren,Devils Lair,Trench 2 - Layer 10c/10d - 249-267 cm below datum,Stratigraphy,Yes
6926,-34.15,115.07,Pseudomys,albocinereus,Muridae,Mammalia,Holotheria,Rodentia,Extant,No,SUA-31,Sediment,Charcoal,24.6,=,Radiocarbon  ,Main Australia,WA,LeeuwinûNaturaliste region - Warren,Devils Lair,Trench 2 - Layer 28 - 340 cm below datum,Stratigraphy,Yes
6927,-34.15,115.07,Pseudomys,albocinereus,Muridae,Mammalia,Holotheria,Rodentia,Extant,No,SUA-539,Sediment,Charcoal,27.7,=,Radiocarbon  ,Main Australia,WA,LeeuwinûNaturaliste region - Warren,Devils Lair,Trench 2 - Layer 28 - 340 cm below datum,Stratigraphy,Yes
6928,-34.15,115.07,Pseudomys,albocinereus,Muridae,Mammalia,Holotheria,Rodentia,Extant,No,SUA-457,Sediment,Charcoal,31.4,=,Radiocarbon  ,Main Australia,WA,LeeuwinûNaturaliste region - Warren,Devils Lair,Trenches 8(7) and 9 - Layer 18 - 293-.302 cvm below datum,Stratigraphy,Yes
6929,-34.15,115.07,Pseudomys,albocinereus,Muridae,Mammalia,Holotheria,Rodentia,Extant,No,SUA-546,Sediment,Charcoal,31.8,=,Radiocarbon  ,Main Australia,WA,LeeuwinûNaturaliste region - Warren,Devils Lair,"Trenches 2, 8(2) and 9 - Layer 30 - 350 cm below datum",Stratigraphy,Yes
6930,-34.15,115.07,Pseudomys,albocinereus,Muridae,Mammalia,Holotheria,Rodentia,Extant,No,SUA-585,Sediment,Charcoal,32.48,=,Radiocarbon  ,Main Australia,WA,LeeuwinûNaturaliste region - Warren,Devils Lair,"Trenches 2, 8(2) and 9 - Layer 30 - 350 cm below datum",Stratigraphy,Yes
6931,-34.15,115.07,Pseudomys,albocinereus,Muridae,Mammalia,Holotheria,Rodentia,Extant,No,SUA-586,Sediment,Charcoal,35.16,=,Radiocarbon  ,Main Australia,WA,LeeuwinûNaturaliste region - Warren,Devils Lair,"Trenches 2, 8(2) and 9 - Layer 30 - 350 cm below datum",Stratigraphy,Yes
6932,-34.0667,115.0197,Pseudomys,albocinereus,Muridae,Mammalia,Holotheria,Rodentia,Extant,No,Tx-31,Sediment,Charcoal,31.5,>,Radiocarbon  ,Main Australia,WA,LeeuwinûNaturaliste region,Mammoth Cave,Glauert + Le Souef deposits,No,No
6933,-34.0667,115.0197,Pseudomys,albocinereus,Muridae,Mammalia,Holotheria,Rodentia,Extant,No,O-657,Sediment,Charcoal,37.0,>,Radiocarbon  ,Main Australia,WA,LeeuwinûNaturaliste region,Mammoth Cave,Glauert + Le Souef deposits,No,No
6934,-37.0472,140.8035,Pseudomys,apodemoides,Muridae,Mammalia,Holotheria,Rodentia,Extant,No,GH09-2,Sediment,Quartz,70.0,=,OSL  ,Main Australia,SA,Naracoorte,Victoria Fossil Cave,Unit B - 61-66 cm below datum,"Stratigraphy - also in Macken 2011, with sediment classification in Fortes and Bestland 2021",Yes - see also Fraser and Wells 2006
6935,-37.0472,140.8035,Pseudomys,apodemoides,Muridae,Mammalia,Holotheria,Rodentia,Extant,No,GH09-5,Sediment,Quartz,76.0,=,OSL  ,Main Australia,SA,Naracoorte,Victoria Fossil Cave,Units D - 121-130 cm below datum,"Stratigraphy - also in Macken 2011, with sediment classification in Fortes and Bestland 2007",Yes
6936,-37.0472,140.8035,Pseudomys,apodemoides,Muridae,Mammalia,Holotheria,Rodentia,Extant,No,GH09-4,Sediment,Quartz,77.0,=,OSL  ,Main Australia,SA,Naracoorte,Victoria Fossil Cave,Unit D - 99-104 cm below datum,"Stratigraphy - also in Macken 2011, with sediment classification in Fortes and Bestland 2094",Yes
6937,-37.0472,140.8035,Pseudomys,apodemoides,Muridae,Mammalia,Holotheria,Rodentia,Extant,No,GH09-1,Sediment,Quartz,82.0,=,OSL  ,Main Australia,SA,Naracoorte,Victoria Fossil Cave,Unit E - 131-136 cm below datum,"Stratigraphy - also in Macken 2011, with sediment classification in Fortes and Bestland 2007",Yes
6938,-37.0472,140.8035,Pseudomys,apodemoides,Muridae,Mammalia,Holotheria,Rodentia,Extant,No,GH09-3,Sediment,Quartz,82.0,=,OSL  ,Main Australia,SA,Naracoorte,Victoria Fossil Cave,Unit C - 79-84 cm below datum,"Stratigraphy - also in Macken 2011, with sediment classification in Fortes and Bestland 2054",Yes
6939,-37.0333,140.8,Pseudomys,apodemoides,Muridae,Mammalia,Holotheria,Rodentia,Extant,No,NC1,Sediment,Quartz,206.0,=,OSL  ,Main Australia,SA,Naracoorte,Cathedral Cave,Unit 1 - 102 cm below datum,Stratigraphy in Brown and Wells 2000,Yes
6940,-37.0333,140.8,Pseudomys,apodemoides,Muridae,Mammalia,Holotheria,Rodentia,Extant,No,NC2,Sediment,Quartz,231.0,=,OSL  ,Main Australia,SA,Naracoorte,Cathedral Cave,Unit 2a - 114 cm below datum,Stratigraphy in Brown and Wells 2000,Yes
6941,-37.0333,140.8,Pseudomys,apodemoides,Muridae,Mammalia,Holotheria,Rodentia,Extant,No,NC3,Sediment,Quartz,257.0,=,OSL  ,Main Australia,SA,Naracoorte,Cathedral Cave,Unit 2b - 134 cm below datum,Stratigraphy in Brown and Wells 2000,Yes
6942,-37.0333,140.8,Pseudomys,apodemoides,Muridae,Mammalia,Holotheria,Rodentia,Extant,No,NCF1-2 top,Flowstone,Calcite,289.0,=,U-series Th/U   ,Main Australia,SA,Naracoorte,Cathedral Cave,Unit 3 - 165 cm below datum,Stratigraphy in Brown and Wells 2000,Yes
6943,-37.0333,140.8,Pseudomys,apodemoides,Muridae,Mammalia,Holotheria,Rodentia,Extant,No,NC4,Sediment,Quartz,292.0,=,OSL  ,Main Australia,SA,Naracoorte,Cathedral Cave,Unit 3 - 165 cm below datum,Stratigraphy in Brown and Wells 2000,Yes
